Thu Jan 14 20:46:28 2010 |                      |                                | 108 | (000,000)(000,000)(000,000)(000,000)(000,000)(000,001)(000,001)(000,001)(000,001)(000,001)(000,001)(000,001)(000,001)(000,001)(000,001)(001,001)(001,001)(001,001)(002,001)(002,001)(002,001)(002,001)(003,001)(003,001)(004,000)(005,000)(005,000)(006,-01)(006,-01)(007,-02)(007,-02)(008,-03)(008,-04)(009,-05)(010,-05)(010,-06)(011,-07)(011,-08)(012,-08)(012,-09)(012,-09)(012,-10)(012,-10)(012,-11)(012,-12)(012,-13)(012,-13)(011,-14)(011,-14)(011,-15)(010,-15)(010,-16)(009,-16)(009,-17)(009,-17)(008,-18)(007,-19)(007,-19)(006,-19)(005,-19)(005,-19)(004,-19)(004,-19)(003,-19)(002,-19)(002,-18)(001,-18)(001,-17)(001,-16)(001,-16)(001,-15)(001,-15)(001,-14)(001,-14)(001,-13)(001,-13)(001,-12)(002,-11)(002,-10)(003,-10)(003,-09)(004,-07)(005,-06)(007,-05)(008,-03)(010,-01)(012,001)(014,003)(016,005)(018,007)(020,009)(022,011)(024,013)(026,014)(027,016)(028,017)(029,017)(029,018)(030,019)(030,019)(030,019)(030,019)(030,019)(030,019)(030,019)(030,019)(030,019)(030,019) |
Thu Jan 14 20:46:54 2010 |                      |                                | 124 | (000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(001,000)(001,000)(001,000)(001,000)(002,-01)(003,-01)(004,-02)(004,-03)(005,-03)(005,-04)(006,-05)(006,-05)(007,-06)(007,-07)(007,-08)(007,-09)(008,-11)(008,-12)(008,-13)(008,-14)(008,-15)(008,-16)(008,-17)(008,-18)(008,-19)(007,-20)(007,-20)(006,-21)(006,-22)(005,-23)(004,-24)(004,-24)(003,-25)(002,-26)(001,-27)(000,-28)(000,-28)(-01,-29)(-02,-30)(-03,-30)(-04,-31)(-05,-31)(-06,-32)(-06,-32)(-07,-32)(-08,-33)(-08,-33)(-09,-33)(-09,-33)(-10,-33)(-10,-33)(-11,-33)(-11,-33)(-12,-32)(-13,-32)(-14,-31)(-14,-30)(-15,-30)(-15,-29)(-16,-28)(-16,-28)(-16,-27)(-16,-26)(-16,-26)(-15,-25)(-15,-24)(-14,-24)(-14,-23)(-13,-23)(-13,-23)(-12,-22)(-11,-22)(-11,-21)(-10,-21)(-09,-20)(-08,-20)(-07,-19)(-05,-18)(-04,-17)(-03,-16)(-02,-15)(000,-14)(002,-13)(003,-12)(005,-10)(007,-09)(008,-08)(010,-06)(012,-05)(014,-04)(016,-03)(018,-02)(020,000)(022,001)(023,001)(025,002)(027,003)(028,004)(030,004)(031,005)(032,005)(032,005)(033,006)(033,006)(033,006)(033,006)(032,006)(032,006)(032,005)(032,005)(031,005)(031,005)(030,005)(030,005) |
Thu Jan 14 20:47:23 2010 |                      |                                | 147 | (000,000)(000,000)(000,000)(000,000)(000,000)(001,000)(001,000)(001,000)(001,000)(001,000)(001,000)(001,000)(001,001)(001,001)(002,001)(002,001)(002,002)(002,002)(003,003)(003,003)(004,004)(005,004)(005,005)(006,006)(007,006)(008,007)(008,008)(009,008)(010,009)(011,010)(012,011)(012,011)(013,012)(014,013)(015,014)(016,014)(016,015)(017,016)(018,017)(019,017)(019,018)(020,019)(020,020)(021,020)(021,021)(022,022)(022,022)(022,023)(022,023)(023,024)(023,024)(023,025)(023,026)(023,026)(024,027)(024,027)(024,028)(024,029)(023,029)(023,030)(023,031)(023,031)(023,032)(022,032)(022,032)(022,032)(021,033)(021,033)(020,033)(019,033)(019,033)(018,033)(018,033)(017,032)(017,032)(016,031)(016,031)(015,030)(014,029)(014,029)(014,028)(013,028)(013,027)(013,027)(012,026)(012,026)(012,026)(012,025)(012,025)(012,024)(011,024)(011,023)(011,022)(011,022)(011,021)(011,020)(011,019)(011,018)(011,017)(012,016)(012,015)(012,015)(013,014)(013,013)(014,012)(015,012)(016,011)(016,010)(017,010)(018,009)(019,009)(021,008)(022,008)(023,008)(025,008)(026,007)(028,007)(030,007)(031,007)(033,007)(034,008)(036,008)(038,009)(039,010)(041,010)(042,011)(043,012)(044,014)(045,015)(046,016)(047,016)(048,017)(048,018)(049,018)(049,019)(049,019)(049,019)(049,019)(049,018)(049,018)(049,018)(049,017)(049,017)(049,016)(049,016)(049,015)(049,015) |
Thu Jan 14 20:47:55 2010 |                      |                                | 163 | (000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(001,001)(001,001)(001,002)(001,002)(002,003)(002,003)(003,004)(003,005)(004,005)(004,006)(005,006)(005,007)(006,008)(006,008)(007,009)(007,009)(008,010)(009,010)(009,011)(010,012)(011,012)(012,013)(012,014)(013,015)(014,015)(015,016)(016,017)(017,018)(018,019)(019,019)(020,020)(021,021)(022,022)(022,023)(023,023)(024,024)(025,025)(026,026)(026,027)(027,028)(028,028)(028,029)(029,030)(030,031)(030,031)(031,032)(032,033)(032,033)(033,034)(033,035)(034,036)(034,036)(034,037)(034,037)(034,038)(034,038)(035,039)(035,040)(034,041)(034,041)(034,042)(033,043)(033,044)(032,044)(031,044)(030,045)(030,045)(029,045)(028,045)(028,045)(027,045)(026,044)(026,044)(025,044)(024,044)(024,043)(023,043)(023,043)(022,042)(022,042)(021,042)(021,042)(020,041)(019,041)(019,040)(018,040)(018,039)(017,039)(017,038)(017,038)(017,037)(016,037)(016,036)(016,036)(016,035)(016,035)(016,034)(016,033)(016,033)(016,032)(016,031)(016,031)(016,030)(016,029)(017,028)(017,027)(017,027)(018,026)(018,025)(019,024)(019,023)(020,023)(021,022)(021,021)(022,021)(023,020)(024,019)(025,019)(026,018)(028,018)(029,017)(031,016)(032,016)(034,016)(036,015)(038,015)(040,015)(042,015)(044,016)(047,016)(049,017)(052,017)(055,018)(057,020)(060,021)(062,022)(064,024)(067,025)(068,026)(070,028)(071,029)(072,029)(073,030)(074,030)(074,030)(074,030)(074,030)(074,030)(074,030)(074,030)(074,030)(074,030)(074,030)(074,030) |
Sat Jan 16 22:39:32 2010 |                      |                                | 174 | (000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(001,001)(001,001)(002,001)(002,001)(003,002)(004,002)(004,003)(005,003)(006,004)(007,004)(007,005)(008,005)(009,006)(010,006)(011,007)(012,007)(013,008)(014,008)(015,009)(016,009)(017,010)(018,010)(019,011)(020,011)(021,012)(022,012)(023,013)(024,013)(025,014)(026,014)(027,015)(028,015)(029,016)(029,016)(030,017)(031,017)(031,018)(032,019)(032,019)(033,020)(033,020)(034,021)(034,022)(034,022)(034,023)(033,024)(032,024)(032,025)(031,025)(030,025)(030,025)(029,025)(029,025)(028,025)(028,025)(027,025)(027,025)(026,025)(026,025)(025,024)(025,024)(024,023)(023,023)(023,023)(022,022)(022,022)(021,021)(021,021)(020,020)(020,020)(019,019)(019,019)(018,018)(018,017)(017,017)(017,016)(016,016)(016,015)(016,014)(015,014)(015,013)(015,013)(015,012)(015,012)(015,011)(014,011)(014,010)(014,009)(014,009)(014,008)(014,007)(014,006)(014,005)(014,004)(014,003)(014,001)(015,000)(015,-02)(016,-03)(016,-04)(017,-05)(018,-06)(018,-07)(018,-08)(019,-08)(019,-09)(019,-09)(019,-09)(019,-10)(019,-10)(019,-10)(019,-10)(019,-10)(019,-09)(019,-09)(019,-08)(019,-08)(019,-07)(019,-07)(020,-06)(020,-05)(021,-04)(021,-03)(022,-02)(023,-01)(024,000)(025,001)(026,002)(027,003)(028,004)(030,005)(031,006)(033,007)(034,007)(036,007)(037,007)(039,006)(040,006)(041,005)(043,004)(044,003)(046,003)(047,002)(049,002)(050,001)(052,001)(053,001)(054,000)(055,000)(056,000)(056,000)(057,-01)(057,-02)(057,-02)(058,-03)(058,-03)(058,-04)(058,-04)(058,-05)(058,-06)(058,-06)(059,-06)(059,-06)(059,-05)(059,-04)(059,-03)(060,-02)(060,-02) |
Sat Jan 16 23:00:50 2010 |                      |                                | 152 | (000,000)(001,000)(001,000)(001,000)(001,000)(001,000)(002,001)(003,001)(003,002)(004,002)(005,003)(005,003)(006,004)(007,005)(009,005)(010,006)(012,007)(013,008)(015,009)(016,010)(018,011)(019,012)(021,013)(022,014)(024,015)(025,016)(026,017)(027,019)(028,019)(029,020)(030,021)(030,022)(031,023)(031,024)(031,024)(031,025)(031,025)(031,026)(031,027)(030,027)(030,028)(029,028)(029,029)(028,030)(027,031)(026,031)(026,031)(025,031)(025,031)(024,031)(024,031)(023,030)(023,030)(022,030)(022,029)(021,029)(021,029)(020,028)(019,028)(019,027)(018,026)(018,026)(017,025)(017,024)(016,024)(016,023)(015,022)(015,021)(014,021)(014,020)(013,019)(013,018)(013,017)(012,016)(012,015)(012,014)(011,013)(011,012)(011,011)(011,010)(011,009)(010,008)(010,007)(010,006)(010,005)(010,004)(010,002)(010,001)(010,000)(010,-01)(010,-03)(010,-04)(010,-05)(010,-06)(010,-08)(011,-09)(011,-10)(011,-10)(011,-11)(011,-12)(011,-12)(011,-13)(011,-13)(011,-13)(011,-12)(011,-12)(011,-11)(011,-11)(011,-10)(011,-09)(012,-09)(012,-08)(012,-08)(013,-07)(014,-06)(014,-05)(015,-04)(016,-03)(018,-02)(019,-01)(021,000)(022,001)(024,002)(026,003)(028,003)(030,004)(032,004)(033,004)(035,003)(037,003)(038,002)(040,001)(041,000)(042,-01)(043,-03)(043,-04)(044,-05)(044,-06)(044,-06)(044,-07)(044,-08)(044,-08)(043,-09)(043,-09)(043,-09)(043,-09)(043,-09)(043,-09)(044,-08)(044,-07)(044,-05)(044,-05) |
Sun Jan 17 00:05:42 2010 |                      |                                | 151 | (000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(001,000)(001,000)(001,001)(001,001)(002,001)(002,001)(003,002)(003,003)(004,003)(005,004)(005,004)(006,005)(007,005)(008,006)(009,007)(010,008)(011,008)(012,009)(013,010)(013,011)(014,011)(015,012)(016,013)(017,013)(018,014)(018,015)(019,015)(020,016)(020,017)(021,018)(021,018)(021,019)(022,020)(022,021)(022,021)(022,022)(023,022)(023,023)(023,023)(023,024)(023,024)(023,025)(023,026)(023,026)(022,026)(022,026)(021,027)(020,027)(020,026)(019,025)(018,025)(018,025)(017,024)(017,024)(016,024)(016,023)(015,023)(015,023)(014,022)(014,022)(013,021)(013,021)(013,020)(012,019)(012,018)(012,017)(011,016)(011,015)(011,014)(010,013)(010,012)(010,011)(009,010)(009,009)(009,008)(008,007)(008,006)(008,005)(008,004)(008,003)(008,002)(008,001)(008,000)(008,-01)(009,-02)(009,-03)(010,-03)(010,-04)(010,-05)(011,-05)(011,-06)(012,-07)(012,-07)(012,-08)(012,-09)(012,-09)(012,-09)(012,-09)(013,-09)(013,-08)(013,-08)(013,-07)(013,-06)(013,-06)(013,-05)(013,-04)(014,-04)(014,-03)(015,-02)(016,-01)(017,000)(018,001)(019,002)(020,003)(022,003)(023,004)(024,005)(026,006)(027,006)(029,007)(031,007)(032,007)(034,007)(035,007)(037,007)(038,006)(039,006)(041,004)(042,003)(042,002)(043,001)(044,-01)(044,-02)(044,-03)(044,-04)(044,-05)(045,-05)(045,-06)(045,-06)(045,-06)(045,-05)(045,-04)(045,-03)(045,-01)(045,-01) |
Sun Jan 17 13:32:22 2010 | >.k.a.l              | na                             | 215 | (000,000)(000,000)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,001)(001,002)(001,002)(001,002)(002,002)(002,002)(002,003)(003,003)(003,004)(004,004)(004,005)(005,005)(005,006)(006,006)(007,006)(007,007)(008,007)(008,007)(009,007)(009,007)(010,008)(010,008)(011,008)(011,008)(012,008)(012,008)(013,007)(013,007)(014,007)(014,007)(015,006)(015,006)(016,006)(017,006)(017,005)(018,005)(018,005)(018,004)(019,004)(020,003)(020,002)(021,002)(021,001)(021,000)(022,000)(022,-01)(022,-01)(023,-02)(023,-02)(023,-03)(023,-04)(023,-04)(023,-05)(024,-05)(024,-06)(024,-07)(025,-07)(025,-08)(026,-09)(027,-09)(027,-09)(028,-09)(028,-10)(029,-10)(030,-10)(031,-10)(031,-10)(032,-10)(032,-10)(033,-10)(034,-09)(034,-09)(035,-08)(036,-08)(037,-07)(037,-06)(038,-05)(039,-04)(040,-04)(041,-03)(042,-02)(043,-01)(044,-01)(044,000)(045,001)(045,001)(045,002)(045,002)(045,003)(045,004)(044,004)(044,005)(044,006)(044,006)(044,007)(043,007)(043,008)(043,008)(043,009)(042,009)(041,009)(041,010)(040,010)(040,010)(039,010)(038,010)(038,010)(037,010)(037,010)(036,010)(036,010)(035,010)(034,010)(034,009)(033,009)(033,008)(032,008)(031,008)(031,007)(030,007)(030,007)(029,007)(028,006)(028,006)(027,006)(027,005)(027,005)(026,004)(026,004)(025,003)(025,003)(025,002)(024,002)(024,001)(024,000)(023,-01)(023,-01)(023,-02)(023,-03)(022,-03)(022,-04)(022,-05)(022,-06)(022,-06)(022,-07)(022,-08)(022,-08)(022,-09)(022,-10)(022,-10)(022,-11)(023,-12)(023,-12)(024,-13)(024,-13)(025,-14)(026,-15)(026,-15)(027,-16)(028,-16)(029,-17)(030,-18)(031,-18)(032,-18)(033,-19)(034,-19)(036,-19)(037,-19)(038,-18)(040,-17)(042,-17)(044,-16)(045,-15)(047,-14)(049,-13)(051,-12)(053,-11)(055,-10)(057,-09)(058,-08)(059,-08)(060,-07)(061,-06)(062,-06)(063,-06)(063,-06)(063,-06)(063,-06)(063,-06)(063,-06)(063,-06)(063,-06)(063,-06)(063,-06)(063,-06)(063,-06) |
Sun Jan 17 16:51:29 2010 |                      |                                | 205 | (000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,001)(000,001)(001,002)(001,002)(002,003)(002,003)(003,004)(004,004)(004,005)(005,005)(006,006)(006,006)(007,007)(008,007)(009,008)(009,008)(010,009)(011,010)(012,010)(013,011)(013,011)(014,012)(015,012)(016,013)(017,014)(018,014)(019,015)(019,016)(020,016)(021,017)(022,018)(022,018)(023,019)(023,020)(024,020)(024,021)(024,021)(025,022)(025,023)(026,023)(026,024)(026,025)(027,026)(027,026)(028,027)(028,028)(028,029)(028,029)(028,030)(029,031)(029,031)(029,032)(029,032)(029,033)(029,033)(029,034)(029,034)(029,035)(029,036)(029,036)(029,037)(028,037)(028,038)(028,039)(028,039)(028,040)(027,041)(027,041)(026,042)(026,042)(025,043)(024,043)(024,043)(023,043)(023,043)(022,043)(021,043)(021,043)(020,043)(020,043)(019,043)(019,043)(018,043)(017,043)(016,043)(016,042)(015,042)(015,041)(014,040)(014,040)(014,039)(013,038)(013,037)(012,036)(012,036)(012,035)(012,034)(012,033)(012,032)(012,032)(012,031)(012,030)(012,030)(013,029)(013,028)(013,027)(013,027)(014,026)(014,025)(014,024)(015,024)(015,023)(016,022)(016,021)(017,020)(017,020)(018,019)(019,018)(020,017)(020,016)(021,016)(022,015)(023,014)(023,014)(024,013)(025,013)(026,012)(028,012)(029,011)(030,011)(032,011)(033,010)(035,010)(037,010)(038,010)(040,010)(042,010)(043,010)(045,011)(047,012)(049,012)(051,013)(053,014)(055,015)(056,015)(058,016)(059,017)(060,018)(061,019)(062,019)(062,020)(063,021)(063,021)(063,022)(063,022)(063,023)(063,024)(063,024)(063,025)(062,025)(062,026)(061,026)(061,026)(060,027)(059,027)(059,027)(058,027)(058,027)(057,027)(057,027)(056,026)(056,026)(055,025)(055,024)(055,023)(054,022)(054,021)(054,020)(054,019)(054,018)(054,017)(054,017)(054,016)(055,015)(055,015)(056,015)(057,015)(057,015)(058,015)(058,015)(058,015)(059,015)(059,015)(059,015)(058,015)(057,016)(055,017)(055,017) |
Sun Jan 17 16:51:48 2010 |                      |                                | 249 | (000,000)(000,000)(000,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(-01,000)(000,000)(000,000)(001,001)(001,001)(002,002)(003,003)(004,003)(005,004)(006,005)(007,006)(008,007)(009,008)(011,009)(012,010)(013,011)(015,012)(016,013)(017,014)(019,015)(020,016)(021,017)(022,018)(023,019)(024,020)(025,021)(026,022)(027,023)(028,024)(029,025)(029,026)(030,027)(031,028)(032,029)(032,030)(033,031)(033,032)(034,033)(034,033)(034,034)(035,035)(035,035)(035,036)(035,037)(035,037)(035,038)(036,038)(036,039)(036,040)(036,041)(036,041)(036,042)(036,042)(036,043)(036,043)(036,044)(036,044)(036,045)(035,046)(035,047)(034,047)(034,048)(033,048)(032,049)(032,049)(031,049)(031,049)(030,050)(030,050)(029,050)(029,050)(028,050)(028,050)(027,050)(027,050)(026,050)(026,049)(025,049)(025,049)(024,048)(024,048)(023,047)(023,047)(023,046)(022,046)(022,045)(021,045)(021,044)(021,043)(021,042)(021,042)(021,041)(021,041)(021,040)(021,039)(020,039)(020,038)(020,037)(020,037)(020,036)(020,036)(020,035)(020,034)(020,033)(020,033)(020,032)(020,031)(020,031)(020,030)(020,029)(020,028)(020,027)(020,026)(021,025)(021,025)(021,024)(021,023)(022,022)(022,021)(022,020)(022,020)(023,019)(023,018)(024,017)(024,017)(025,016)(026,015)(026,015)(027,014)(027,013)(028,013)(028,012)(029,012)(030,011)(030,011)(031,010)(032,010)(033,009)(034,009)(035,009)(037,009)(038,008)(039,008)(040,008)(042,008)(043,007)(044,007)(046,007)(047,007)(049,007)(050,007)(052,007)(054,007)(055,007)(057,007)(059,007)(060,007)(062,007)(064,008)(065,008)(067,009)(068,009)(069,010)(070,011)(071,011)(073,012)(074,013)(075,013)(076,014)(077,015)(078,016)(078,017)(079,018)(080,019)(080,019)(080,020)(080,021)(080,022)(080,023)(080,023)(080,024)(080,025)(080,025)(079,025)(079,026)(078,027)(078,027)(077,027)(076,027)(076,027)(076,027)(075,026)(075,025)(075,025)(075,024)(075,024)(075,023)(075,022)(075,022)(075,021)(075,021)(075,020)(075,020)(075,019)(075,018)(074,018)(074,017)(074,016)(074,016)(074,015)(074,014)(075,014)(075,013)(075,012)(076,011)(076,010)(077,010)(077,009)(078,008)(078,008)(079,007)(079,007)(080,006)(080,006)(080,006)(080,006)(079,006)(079,006)(079,005)(079,004)(079,004) |
Sun Jan 17 16:52:25 2010 |                      |                                | 155 | (000,000)(000,000)(000,000)(000,000)(000,000)(001,000)(001,000)(001,-01)(001,-01)(002,-01)(002,-01)(002,-01)(003,-01)(004,-01)(004,-01)(005,-01)(006,-01)(007,-01)(007,-01)(008,-01)(009,000)(010,000)(011,000)(012,000)(013,001)(014,001)(015,001)(016,002)(016,002)(017,002)(018,003)(018,003)(019,003)(020,003)(020,004)(020,004)(021,005)(021,005)(021,005)(021,005)(021,006)(021,007)(021,007)(021,008)(022,008)(022,009)(022,009)(022,010)(022,010)(022,011)(022,012)(022,012)(023,013)(023,014)(023,014)(023,015)(023,016)(023,017)(023,017)(023,018)(022,019)(022,019)(021,020)(021,020)(021,021)(020,021)(019,022)(019,022)(019,023)(018,023)(017,023)(017,023)(016,024)(015,024)(015,024)(014,024)(014,024)(013,023)(013,023)(012,023)(012,022)(011,022)(011,022)(010,021)(010,021)(009,021)(009,020)(008,019)(008,019)(007,018)(007,018)(007,017)(006,017)(006,016)(005,016)(005,015)(004,014)(004,014)(003,013)(002,012)(002,011)(001,010)(000,010)(-01,009)(-02,008)(-03,006)(-04,005)(-05,004)(-06,003)(-06,002)(-07,001)(-08,-01)(-09,-02)(-09,-03)(-10,-05)(-11,-06)(-12,-08)(-12,-10)(-13,-12)(-14,-14)(-14,-16)(-15,-18)(-15,-20)(-15,-22)(-15,-23)(-15,-25)(-16,-27)(-16,-29)(-16,-31)(-16,-33)(-16,-34)(-16,-36)(-16,-37)(-16,-39)(-16,-40)(-17,-41)(-17,-42)(-17,-42)(-17,-42)(-17,-43)(-17,-43)(-17,-43)(-17,-43)(-17,-43)(-17,-43)(-17,-44)(-17,-44)(-17,-45)(-17,-45)(-17,-45)(-17,-45)(-17,-44)(-17,-43)(-17,-42)(-17,-42) |
Sun Jan 17 17:50:03 2010 |                      |                                | 157 | (000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(000,000)(001,000)(001,000)(002,000)(003,000)(004,000)(004,000)(005,-01)(006,-01)(007,-01)(007,-02)(008,-02)(008,-03)(009,-03)(009,-04)(010,-05)(010,-06)(011,-07)(011,-07)(012,-08)(012,-09)(012,-10)(013,-11)(013,-11)(013,-12)(013,-13)(013,-13)(013,-14)(013,-14)(013,-15)(012,-15)(012,-16)(011,-16)(011,-17)(010,-17)(009,-18)(009,-18)(008,-18)(007,-18)(006,-19)(005,-20)(004,-20)(003,-20)(002,-20)(002,-20)(001,-20)(000,-20)(000,-20)(-01,-20)(-02,-20)(-02,-20)(-03,-19)(-03,-19)(-04,-18)(-04,-18)(-05,-17)(-05,-17)(-05,-16)(-06,-16)(-06,-15)(-06,-14)(-07,-14)(-07,-13)(-07,-13)(-07,-12)(-07,-12)(-07,-11)(-07,-11)(-07,-10)(-07,-10)(-07,-09)(-07,-09)(-07,-08)(-06,-08)(-06,-07)(-06,-06)(-05,-06)(-04,-05)(-04,-04)(-03,-04)(-02,-03)(-01,-02)(000,-01)(001,000)(003,001)(004,002)(005,002)(006,003)(007,004)(009,005)(010,006)(011,007)(012,008)(014,008)(015,009)(016,010)(018,010)(019,011)(020,011)(022,012)(023,012)(024,012)(026,012)(027,012)(028,012)(030,012)(031,012)(032,012)(033,011)(035,011)(036,011)(037,010)(037,010)(038,010)(039,009)(040,009)(040,008)(041,008)(041,007)(041,007)(041,007)(041,006)(042,005)(042,005)(042,004)(042,004)(041,003)(041,002)(041,001)(041,001)(040,000)(040,-01)(039,-02)(039,-04)(038,-05)(038,-07)(037,-09)(037,-11)(036,-13)(036,-15)(036,-16)(036,-16)(037,-16)(038,-14)(038,-14) |
Sat Apr 17 17:16:18 2010 | >.g                  | normal deep g                  | 052 | (+000,+000)(+000,+000)(+000,+000)(+000,+000)(-001,+001)(-001,+001)(-001,+001)(-001,+001)(-001,+001)(-001,+001)(-001,+002)(+000,+002)(+001,+002)(+001,+003)(+002,+003)(+003,+004)(+005,+004)(+007,+005)(+008,+005)(+011,+006)(+013,+007)(+016,+008)(+018,+008)(+021,+009)(+024,+009)(+026,+010)(+029,+010)(+031,+010)(+034,+011)(+036,+011)(+038,+010)(+039,+010)(+041,+009)(+042,+008)(+043,+007)(+044,+005)(+045,+004)(+045,+002)(+046,+001)(+046,+000)(+047,-001)(+047,-002)(+047,-002)(+047,-002)(+047,-003)(+047,-002)(+047,-002)(+047,-002)(+047,-002)(+047,-001)(+047,-001)(+047,-001) |
Sat Apr 17 17:24:29 2010 | >.l                  | normal average l               | 051 | (+000,+000)(+001,+000)(+001,+000)(+002,-002)(+002,-002)(+003,-002)(+004,-003)(+004,-004)(+005,-004)(+006,-005)(+007,-006)(+009,-006)(+010,-007)(+011,-007)(+013,-007)(+015,-008)(+017,-008)(+019,-008)(+020,-008)(+022,-008)(+024,-008)(+026,-007)(+028,-007)(+029,-007)(+031,-006)(+032,-006)(+034,-005)(+035,-004)(+036,-004)(+038,-003)(+039,-002)(+040,-002)(+040,-001)(+041,-001)(+042,+000)(+042,+000)(+042,+000)(+042,+000)(+042,+000)(+042,+000)(+042,+000)(+041,+000)(+041,+000)(+041,+000)(+041,+000)(+041,+000)(+041,-001)(+042,+000)(+042,+000)(+043,+001)(+043,+001) |

Sun Apr 18 18:04:35 2010 | >.l.E                | let, letter                    | 085 | (+000,+000)(+000,+000)(+000,+000)(+000,+000)(+000,+000)(+000,+000)(-001,+000)(-001,+000)(-001,+000)(-001,+000)(-001,+000)(-001,+000)(-001,+000)(-001,+000)(-001,+000)(-001,+000)(+000,+000)(+000,+000)(+001,+000)(+001,-001)(+002,-001)(+003,-001)(+003,-002)(+004,-002)(+005,-003)(+006,-003)(+007,-004)(+008,-004)(+010,-005)(+011,-006)(+013,-006)(+015,-006)(+018,-007)(+020,-007)(+023,-007)(+026,-007)(+028,-007)(+031,-007)(+034,-007)(+036,-006)(+041,-005)(+044,-004)(+046,-003)(+048,-002)(+050,-001)(+051,+001)(+053,+002)(+054,+003)(+054,+004)(+055,+005)(+055,+006)(+055,+008)(+055,+009)(+055,+010)(+055,+011)(+054,+012)(+053,+013)(+052,+014)(+051,+014)(+050,+015)(+049,+016)(+048,+016)(+047,+016)(+046,+015)(+045,+015)(+044,+014)(+043,+012)(+042,+011)(+042,+010)(+042,+008)(+041,+007)(+041,+005)(+042,+004)(+042,+003)(+043,+002)(+044,+001)(+045,+000)(+046,+000)(+048,-001)(+049,-001)(+050,-002)(+051,-002)(+052,-002)(+053,-002)(+053,-002) |
Sun Apr 18 18:04:39 2010 | >.l.E                | let with ng tail               | 098 | (+000,+000)(+000,+000)(+000,+000)(-001,+001)(-001,+001)(-001,+001)(-002,+001)(-002,+001)(-002,+001)(-002,+001)(-002,+001)(-002,+001)(-002,+001)(-002,+001)(-002,+001)(-001,+001)(-001,+001)(-001,+000)(-001,+000)(+000,+000)(+001,+000)(+001,-001)(+002,-001)(+003,-001)(+004,-002)(+005,-002)(+006,-002)(+008,-003)(+009,-003)(+011,-003)(+012,-003)(+014,-003)(+016,-004)(+018,-004)(+019,-004)(+021,-004)(+023,-004)(+025,-004)(+027,-004)(+029,-003)(+031,-003)(+032,-002)(+034,-002)(+035,-001)(+037,+000)(+038,+001)(+039,+002)(+041,+002)(+042,+003)(+043,+004)(+044,+005)(+045,+006)(+046,+007)(+047,+008)(+048,+009)(+048,+010)(+049,+011)(+049,+012)(+049,+013)(+048,+013)(+048,+014)(+047,+015)(+046,+016)(+045,+016)(+044,+016)(+043,+016)(+042,+016)(+041,+016)(+040,+015)(+039,+014)(+038,+013)(+037,+012)(+037,+011)(+036,+010)(+036,+009)(+036,+007)(+035,+006)(+035,+005)(+035,+003)(+035,+002)(+036,+001)(+037,+000)(+037,-001)(+038,-002)(+039,-003)(+040,-003)(+041,-004)(+041,-004)(+042,-004)(+042,-004)(+043,-005)(+043,-005)(+043,-005)(+043,-005)(+043,-005)(+043,-005)(+043,-006)(+043,-006) |
Sun Apr 18 18:04:42 2010 | >.l.A                | like, lay                      | 089 | (+000,+000)(+000,+000)(+000,+000)(+000,+000)(+000,+000)(+000,+000)(+000,+000)(-001,-001)(-001,-001)(+000,-001)(+000,-001)(+000,-002)(+000,-002)(+001,-003)(+001,-003)(+002,-004)(+003,-004)(+004,-004)(+005,-005)(+006,-005)(+007,-005)(+009,-005)(+010,-005)(+012,-005)(+014,-006)(+016,-006)(+018,-006)(+021,-007)(+023,-007)(+026,-008)(+029,-008)(+032,-008)(+035,-008)(+037,-008)(+040,-008)(+043,-007)(+045,-007)(+048,-006)(+050,-005)(+052,-004)(+054,-003)(+055,-002)(+057,-001)(+058,+001)(+059,+002)(+059,+003)(+059,+004)(+059,+005)(+059,+006)(+059,+007)(+058,+008)(+058,+009)(+057,+010)(+056,+011)(+055,+012)(+054,+013)(+053,+014)(+052,+014)(+050,+015)(+049,+015)(+048,+015)(+046,+015)(+045,+015)(+044,+015)(+043,+015)(+043,+014)(+042,+013)(+042,+012)(+042,+011)(+042,+009)(+042,+008)(+043,+006)(+043,+005)(+044,+004)(+045,+003)(+046,+002)(+048,+001)(+049,+000)(+050,+000)(+052,+000)(+053,+000)(+054,-001)(+055,-001)(+055,-001)(+056,-001)(+056,-001)(+056,-001)(+056,-001)(+056,-001) |
